ID,VISITA,MES,FECHA,SATISFACCION_INFOR,SATISFACCION_RECORRIDO,SATISFACCION_GUIA,SATISFACCION_GLOBAL,LO_MEJOR,LO_PEOR,OPINION,SUGERENCIAS,SATISFACCION_PROMEDIO
28,HISTORIAS Y LEYENDAS DE MADRID,SEPTIEMBRE,2023-09-23T00:00:00.000+02:00,10,10,10,10,Las explicaciones,Nada,Como esperaba,Hacer más rutas para poder conocer mejor mi ciudad de residencia,10.0
12,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-11T00:00:00.000+02:00,10,10,10,10,,Sin comentarios,Como esperaba,,10.0
30,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-29T00:00:00.000+02:00,10,10,10,10,Las explicaciones,Sin comentarios,Mejor de lo que esperaba,,10.0
15,MADRID EN FEMENINO,JUNIO,2023-06-17T00:00:00.000+02:00,10,10,10,10,Las explicaciones de cada parada. Jorge nos ha contado curiosidades muy interesantes.,Había zonas donde no se escuchaba bien al guía. A lo mejor un micro para solventar el ruido del tráfico y zonas con más bullicio?,Mejor de lo que esperaba,"Micro para el guia. XXX lo ha hecho genial, pero a veces costaba escucharlo por el ruido.",10.0
4,MADRID HISTÓRICO,ENERO,2023-01-13T00:00:00.000+01:00,10,10,10,10,Las explicaciones de la  guía,Nada,Mejor de lo que esperaba,Ninguna,10.0
30,MADRID MONUMENTAL,OCTUBRE,2023-10-20T00:00:00.000+02:00,10,10,10,10,Las explicaciones de la guia,Nada,Como esperaba,Hacer mas recorridos,10.0
21,MADRID HISTÓRICO,JULIO,2023-07-28T00:00:00.000+02:00,10,10,10,10,Las explicaciones de la guia,Nada,Mejor de lo que esperaba,,10.0
9,LA HISTORIA IMPRESCINDIBLE DE MADRID,JUNIO,2023-06-16T00:00:00.000+02:00,10,10,10,10,Las explicaciones de la guia,Todo ha sido satisfactorio,Mejor de lo que esperaba,,10.0
29,COMPRAS TÍPICAS DE NAVIDAD,DICIEMBRE,2023-12-08T00:00:00.000+01:00,10,10,10,10,Las explicaciones de la guia y su paciencia con tantísima gente .,Nada,Mejor de lo que esperaba,,10.0
33,LA NUEVA PLAZA DE ESPAÑA,OCTUBRE,2023-10-21T00:00:00.000+02:00,10,10,10,10,"Las explicaciones de la guia, así como el recorrido y el contenido histórico del mismo",Nada,Mejor de lo que esperaba,,10.0
31,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-19T00:00:00.000+02:00,10,10,10,10,Las explicaciones de la guía.,Todo me ha gustado,Mejor de lo que esperaba,,10.0
10,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD",DICIEMBRE,2023-12-10T00:00:00.000+01:00,10,10,10,10,Las explicaciones de la guía. Muy ameno y un grupo muy controlado 8 personas.,Nada que aportar,Como esperaba,Nada que aportar.,10.0
1,"LEYENDAS, CASAS ENCANTADAS Y LUCES",ENERO,2023-01-07T00:00:00.000+01:00,10,10,10,10,Las explicaciones de lugares por donde he pasado muchas veces y he visto y conocido cosa de las que no tenía ni idea. Me ayuda a conocer mi ciudad.,Qué hagan tan pocas,Mejor de lo que esperaba,Qué hagan más y para todos los públicos.,10.0
31,MADRID MONUMENTAL,OCTUBRE,2023-10-20T00:00:00.000+02:00,10,10,10,10,"Las explicaciones de , la guia.",Hasta el clima ha acompañado hoy,Mejor de lo que esperaba,Ampliar recorridos,10.0
25,LA LATINA Y EL MUSEO DE LOS ORIGENES,AGOSTO,2023-08-13T00:00:00.000+02:00,9,10,9,9,,Sin comentarios,Mejor de lo que esperaba,,9.333333333333334
24,LA HISTORIA IMPRESCINDIBLE DE MADRID,OCTUBRE,2023-10-14T00:00:00.000+02:00,10,10,10,10,Las explicaciones del guia,Nada,Como esperaba,Hacer mas recorridos por otras zonas,10.0
11,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-16T00:00:00.000+02:00,10,8,9,9,Las explicaciones del guia y las visitas,La afluencia de gente al ser domingo y próximo al centro,Como esperaba,Cambiar al guía,9.0
2,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-07T00:00:00.000+02:00,10,10,10,10,Las explicaciones del guía.,Sin comentarios,Mejor de lo que esperaba,,10.0
29,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-19T00:00:00.000+02:00,10,10,10,10,,Sin comentarios,Como esperaba,,10.0
12,MADRID EN FEMENINO,JULIO,2023-07-15T00:00:00.000+02:00,10,8,7,8,Las explicaciones historicas,La desorganización de la explicación,Mejor de lo que esperaba,,8.333333333333334
41,MADRID MONUMENTAL,OCTUBRE,2023-10-29T00:00:00.000+02:00,10,10,10,10,Las explicaciones q nos ha dado .,Nada,Mejor de lo que esperaba,Ninguna,10.0
8,CERVANTES Y LAS LETRAS,ENERO,2023-01-15T00:00:00.000+01:00,10,10,10,10,Las explicaciones tan detalladas y tan bien comentadas,Todo perfecto y muy interesante,Mejor de lo que esperaba,,10.0
31,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-29T00:00:00.000+02:00,9,10,10,10,Las explicaciones y el recorrido,Sin comentarios,Como esperaba,,9.666666666666666
18,LA LATINA Y EL MUSEO DE LOS ORIGENES,JUNIO,2023-06-23T00:00:00.000+02:00,10,10,10,10,Las explicaciones y la accesibilidad garantizada,Sin comentarios,Mejor de lo que esperaba,,10.0
10,LA HISTORIA IMPRESCINDIBLE DE MADRID,JUNIO,2023-06-16T00:00:00.000+02:00,9,10,10,10,Las explicaciones y trato,Sin comentarios,Mejor de lo que esperaba,,9.666666666666666
24,LA NUEVA PLAZA DE ESPAÑA,AGOSTO,2023-08-13T00:00:00.000+02:00,10,10,10,10,"Las explicaciones, la nueva ruta remodelación al llegar a plaza España desde el palacio la panorámica templo de Debod",La acceso a templo Debod,Mejor de lo que esperaba,Muy corto,10.0
16,LA LATINA Y EL MUSEO DE LOS ORIGENES,JULIO,2023-07-21T00:00:00.000+02:00,10,7,8,7,Las indicaciones curiosas sobre la historia medieval,Ha sido algo rápido,Como esperaba,,8.333333333333334
27,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-15T00:00:00.000+02:00,10,10,10,10,Las leyendas,Nada,Como esperaba,Que haya mas recorridos por otras partes de la ciudad,10.0
1,TRADICIONES NAVIDEÑAS,DICIEMBRE,2023-12-02T00:00:00.000+01:00,9,9,9,9,Las leyendas,Me ha gustado todo,Como esperaba,Ninguna,9.0
7,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD",DICIEMBRE,2023-12-10T00:00:00.000+01:00,10,10,10,10,Las leyendas y la manera de contarlas,Había mucha gente por la calle y es muy incómodo,Mejor de lo que esperaba,Más temáticas para futuras visitas,10.0
29,LA HISTORIA IMPRESCINDIBLE DE MADRID,NOVIEMBRE,2023-11-26T00:00:00.000+01:00,10,10,10,10,Llevo 9 años coincidiendo con  en diferentes empresas y recorridos y es una guía encantadora. Me ha gustado el conocimiento del barrio y curiosidades.,Que no quedan plazas para la de la semana que viene que hace ella.,Mejor de lo que esperaba,Poder elegir esta guía en los siguientes recorridos.,10.0
13,HISTORIAS Y LEYENDAS DE MADRID,Mayo,2023-05-27T00:00:00.000+02:00,10,10,10,10,Lo ameno de la visita ,Se me ha hecho muy corto,Mejor de lo que esperaba,,10.0
23,LA HISTORIA IMPRESCINDIBLE DE MADRID,OCTUBRE,2023-10-14T00:00:00.000+02:00,10,9,10,10,Lo didáctico que es el guia,Todo fenomenal real,Mejor de lo que esperaba,Realizar más visitas,9.666666666666666
13,MADRID EN FEMENINO,JUNIO,2023-06-17T00:00:00.000+02:00,10,10,10,10,"Los conocimientos mostrados por el guía,","La calzada romana, que hacía botar a quienes íbamos en silla de ruedas",Mejor de lo que esperaba,,10.0
11,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19T00:00:00.000+01:00,10,10,10,10,Los guias,Nada,Mejor de lo que esperaba,Que las hagan mas cortas para personas con menos mivilidad,10.0
12,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,10,10,10,10,,Sin comentarios,Mejor de lo que esperaba,,10.0
16,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-11T00:00:00.000+02:00,10,10,10,10,Me gusta mucho,Si gusta,Mejor de lo que esperaba,Buena calidad,10.0
14,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,10,10,10,10,Me gusta mucho Plaza España,Algunos menos,Mejor de lo que esperaba,Muy bien práctica,10.0
15,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16T00:00:00.000+02:00,10,10,10,10,,Sin comentarios,Mejor de lo que esperaba,,10.0
3,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-06T00:00:00.000+02:00,10,10,10,10,Me gusta todo,Sin comentarios,Mejor de lo que esperaba,Quiero entrar el palacio real,10.0
17,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,10,10,10,10,Me gustado todos muy bueno historía,Todos me gustado,Mejor de lo que esperaba,Todos 10,10.0
18,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,8,7,9,9,Me gusto,Si me gusto,Mejor de lo que esperaba,Seguir,8.0
3,MADRID HISTÓRICO,ENERO,2023-01-13T00:00:00.000+01:00,10,10,10,10,Me ha gustado todo. He salido encantada,Me ha gustado todo,Mejor de lo que esperaba,,10.0
18,MADRID HISTÓRICO,FEBRERO,2023-02-26T00:00:00.000+01:00,10,10,10,10,Me resultó todo muy interesante,Nos faltó tiempo,Mejor de lo que esperaba,Que nos sigan funcionando por mucho tiempo estas salidas,10.0
2,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-06T00:00:00.000+02:00,10,10,10,10,Muchas,Sin comentarios,Mejor de lo que esperaba,,10.0
9,MADRID EN FEMENINO,AGOSTO,2023-08-05T00:00:00.000+02:00,10,10,10,10,Mujeres olvidadas de Madrid,Sin comentarios,Mejor de lo que esperaba,Más amplia de mujeres olvidadas,10.0
13,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-11T00:00:00.000+02:00,10,10,10,10,Muralla cristiana,Sin comentarios,Mejor de lo que esperaba,,10.0
18,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19T00:00:00.000+01:00,10,10,10,10,Museo,Nada,Mejor de lo que esperaba,Ninguna,10.0
17,LA LATINA Y EL MUSEO DE LOS ORIGENES,JULIO,2023-07-21T00:00:00.000+02:00,10,9,9,9,Museo,Nada,Mejor de lo que esperaba,,9.333333333333334
6,LA LATINA Y EL MUSEO DE LOS ORIGENES,OCTUBRE,2023-10-07T00:00:00.000+02:00,10,10,10,10,Museo,Nada,Como esperaba,Un poco más de tiempo,10.0
13,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19T00:00:00.000+01:00,8,8,7,8,Museo de los orígenes,No hay nada que me disguste,Como esperaba,Algún recuerdo,7.666666666666667
12,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19T00:00:00.000+01:00,10,8,10,9,Museo de los orígenes y curiosidades que nos ha contado el guia,Todo me gustó,Mejor de lo que esperaba,Ninguna,9.333333333333334
19,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19T00:00:00.000+01:00,8,7,6,7,museo de San Isidro,Rápido,Mejor de lo que esperaba,ninguna,7.0
18,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16T00:00:00.000+02:00,8,10,10,10,Museo san isidro,Todos me gusta mucho!,Mejor de lo que esperaba,Sigues los museos y culturas,9.333333333333334
34,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-26T00:00:00.000+02:00,10,10,10,10,Muy ameno,Nada,Mejor de lo que esperaba,,10.0
16,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16T00:00:00.000+02:00,10,10,10,10,Muy bien,Bien,Mejor de lo que esperaba,Buenos,10.0
25,LA LATINA Y EL MUSEO DE LOS ORIGENES,JULIO,2023-07-30T00:00:00.000+02:00,10,8,7,8,Orígenes de San Isidro,Nada,Mejor de lo que esperaba,Me encanta mucho historia,8.333333333333334
10,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,9,9,9,9,Parque natural,Muy interesante cosas de historia de Madrid,Mejor de lo que esperaba,Prefiero otra vez turismo dentro de Palacio Real.,9.0
26,MUJERES QUE HAN HECHO HISTORIA EN MADRID,NOVIEMBRE,2023-11-25T00:00:00.000+01:00,10,10,10,10,Plaza de la villa me a gustado,Me a gustado to mucho,Mejor de lo que esperaba,Más Madrid,10.0
9,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,10,8,10,10,Plaza de Mayor,Ninguna,Mejor de lo que esperaba,,9.333333333333334
8,MADRID EN FEMENINO,JUNIO,2023-06-10T00:00:00.000+02:00,9,9,9,8,Plaza de ramales,La suciedad en la calle,Mejor de lo que esperaba,Hacer una ruta sobre el Madrid modernista,9.0
11,HISTORIAS Y LEYENDAS DE MADRID,Mayo,2023-05-27T00:00:00.000+02:00,10,10,10,10,Plaza del codo,Ninguna ,Como esperaba,,10.0
8,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,10,10,10,10,Plaza españa,Sin comentarios,Mejor de lo que esperaba,,10.0
4,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-06T00:00:00.000+02:00,10,8,6,7,,Sin comentarios,,,8.0
12,LA NUEVA PLAZA DE ESPAÑA,OCTUBRE,2023-10-08T00:00:00.000+02:00,5,5,6,6,Plaza España,Nada,Peor de lo que esperaba,,5.333333333333333
8,MADRID EN FEMENINO,AGOSTO,2023-08-05T00:00:00.000+02:00,8,6,7,7,Plaza Mayor,Sin comentarios,Como esperaba,Debería un interpete de Lse de cada uno de diferentes recorridos para fomentar mas la cultura hacia la comunidad sorda.,7.0
6,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,10,10,10,10,Plaza Ramales y Plaza España,Sin comentarios,Mejor de lo que esperaba,,10.0
14,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,10,9,10,10,Puerta de Sol,Nada,Mejor de lo que esperaba,General bien!!!,9.666666666666666
20,MADRID EN FEMENINO,AGOSTO,2023-08-12T00:00:00.000+02:00,10,10,10,10,Que al ser el primer día de mi pareja visitando en Madrid te has ofrecido a contarnos cosas de historia además de mujeres. Buena visita. Gracias Alejandra.,Nada,Mejor de lo que esperaba,Nada,10.0
22,LA NUEVA PLAZA DE ESPAÑA,NOVIEMBRE,2023-11-24T00:00:00.000+01:00,10,10,10,10,Recorrido en general,Sin comentarios,Como esperaba,Ruta x pueblos con encanto,10.0
11,MADRID EN FEMENINO,JULIO,2023-07-15T00:00:00.000+02:00,10,7,5,6,Recrrido,Sin comentarios,Peor de lo que esperaba,"Creo que el discurso ha sido poco hilado, hacer relatos más coherentes",7.333333333333333
17,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19T00:00:00.000+01:00,6,7,8,8,Restos elefante,Todo me ha gustado,Mejor de lo que esperaba,Nimguna,7.0
4,TRADICIONES NAVIDEÑAS,DICIEMBRE,2023-12-02T00:00:00.000+01:00,6,6,7,7,Se conocen nuevos sitios y se ven de diferente forma,Los nombres de las visitas no se corresponde con la que hemos tenido,Como esperaba,Utilizar altavoces individuales,6.333333333333333
11,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,10,10,8,10,Si,Sin comentarios,Mejor de lo que esperaba,,9.333333333333334
16,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,6,6,7,7,Si,Todo me gustó mucho,Mejor de lo que esperaba,Seguir con intérprete LSE,6.333333333333333
19,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,7,9,8,7,Si,Si,Mejor de lo que esperaba,Si,8.0
36,LA LATINA Y EL MUSEO DE LOS ORIGENES,OCTUBRE,2023-10-22T00:00:00.000+02:00,10,10,10,10,Si,Todos,Como esperaba,Si,10.0
15,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,10,10,10,10,Si,Depende,Como esperaba,Muy bien,10.0
20,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16T00:00:00.000+02:00,10,10,10,10,Si gusta más en museo de orígenes,Menos algunos,Mejor de lo que esperaba,Perfecto,10.0
5,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-06T00:00:00.000+02:00,10,10,10,10,Si gusta mucho,Igual,Mejor de lo que esperaba,Me encanta mucho,10.0
34,LA LATINA Y EL MUSEO DE LOS ORIGENES,OCTUBRE,2023-10-22T00:00:00.000+02:00,10,10,10,10,Si todo,Nada,Mejor de lo que esperaba,Seguir con más itinerarios,10.0
29,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-29T00:00:00.000+02:00,10,10,10,10,Subir al sepulcro,Sin comentarios,Como esperaba,,10.0
9,HISTORIAS Y LEYENDAS DE MADRID,Mayo,2023-05-27T00:00:00.000+02:00,10,10,10,10,Súper bien explicado y el guía un encanto y muy simpático que nos ha llenado de grata información por el bello Madrid ,Todo me gustó ,Mejor de lo que esperaba,,10.0
3,MADRID EN FEMENINO,ABRIL,2023-04-08T00:00:00.000+02:00,10,10,10,10,Sus explicaciones,Me ha gustado todo,Mejor de lo que esperaba,Más explicaciones por parte del guia,10.0
5,LA NUEVA PLAZA DE ESPAÑA,JUNIO,2023-06-09T00:00:00.000+02:00,9,9,8,9,Templo Debod,Me ha gustado todo,Como esperaba,Iglesias de Madrid,8.666666666666666
1,MADRID EN FEMENINO,SEPTIEMBRE,2023-09-02T00:00:00.000+02:00,10,10,10,10,Tido,Nada,Como esperaba,,10.0
31,COMPRAS TÍPICAS DE NAVIDAD,DICIEMBRE,2023-12-08T00:00:00.000+01:00,8,8,8,8,,Sin comentarios,Como esperaba,Planificar mejor la ruta accesible,8.0
22,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16T00:00:00.000+02:00,10,10,10,10,Toda de Latina,Ninguno,Mejor de lo que esperaba,Muy Interesante..,10.0
4,LA HISTORIA IMPRESCINDIBLE DE MADRID,Mayo,2023-05-19T00:00:00.000+02:00,10,10,10,10,"Toda la información recibida fue excelente, el intérprete y la chica encargada del tour han sido fantástico ",Sin comentarios,Mejor de lo que esperaba,,10.0
9,MADRID HISTÓRICO,FEBRERO,2023-02-18T00:00:00.000+01:00,10,10,10,10,Toda la visita,Sin comentarios,Como esperaba,Hacer  más visitas,10.0
5,LA NUEVA PLAZA DE ESPAÑA,JULIO,2023-07-07T00:00:00.000+02:00,10,10,10,10,Toda la visita,Me gustó todo,Mejor de lo que esperaba,,10.0
2,LA NUEVA PLAZA DE ESPAÑA,JULIO,2023-07-07T00:00:00.000+02:00,10,10,10,10,Toda la visita,Sin comentarios,Mejor de lo que esperaba,,10.0
21,TRADICIONES NAVIDEÑAS,DICIEMBRE,2023-12-30T00:00:00.000+01:00,10,10,10,10,"Todas las explicaciones de Cristian, y su conocimiento de toda la temática de la visita.",Nada,Mejor de lo que esperaba,No tengo ninguna sugerencia,10.0
27,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-19T00:00:00.000+02:00,10,10,10,10,Todas las historias,La caminata,Mejor de lo que esperaba,,10.0
21,MADRID EN FEMENINO,ABRIL,2023-04-15T00:00:00.000+02:00,10,0,0,0,,El guía,Peor de lo que esperaba,"Que cambien al guía, es el peor guía que he tenido en una vista guiada",3.3333333333333335
10,HISTORIAS Y LEYENDAS DE MADRID,NOVIEMBRE,2023-11-18T00:00:00.000+01:00,9,10,10,10,Todo,Satisfecho,Mejor de lo que esperaba,Qué continue en el 2024 y más itinerarios.,9.666666666666666
38,LA LATINA Y EL MUSEO DE LOS ORIGENES,OCTUBRE,2023-10-22T00:00:00.000+02:00,8,8,8,8,Todo,Nada,Como esperaba,.,8.0
3,HISTORIAS Y LEYENDAS DE MADRID,JUNIO,2023-06-03T00:00:00.000+02:00,10,10,10,10,Todo,Bajada de cuestas y mucho turismo,Como esperaba,,10.0
4,LA NUEVA PLAZA DE ESPAÑA,JULIO,2023-07-07T00:00:00.000+02:00,10,10,10,10,Todo,Todo muy interesante,Mejor de lo que esperaba,Empezar antes la visita para evitar el calor,10.0
16,MADRID HISTÓRICO,FEBRERO,2023-02-26T00:00:00.000+01:00,10,10,10,10,Todo,Sin comentarios,,Inquisición madrid,10.0
33,LA HISTORIA IMPRESCINDIBLE DE MADRID,ABRIL,2023-04-30T00:00:00.000+02:00,10,10,10,10,,Palacio Real el menú enviar lo,Mejor de lo que esperaba,,10.0
21,MADRID MONUMENTAL,JUNIO,2023-06-30T00:00:00.000+02:00,10,10,10,10,todo,no tener acceso años oriculLares,Mejor de lo que esperaba,la falta de auriculares,10.0
2,MADRID EN FEMENINO,SEPTIEMBRE,2023-09-02T00:00:00.000+02:00,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,Nada,10.0
32,LA HISTORIA IMPRESCINDIBLE DE MADRID,ABRIL,2023-04-30T00:00:00.000+02:00,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,Nada,10.0
2,MADRID HISTÓRICO,FEBRERO,2023-02-04T00:00:00.000+01:00,9,9,9,9,Todo,Nada,Como esperaba,,9.0
15,MADRID HISTÓRICO,FEBRERO,2023-02-26T00:00:00.000+01:00,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,,10.0
5,LA HISTORIA IMPRESCINDIBLE DE MADRID,ABRIL,2023-04-09T00:00:00.000+02:00,10,6,5,5,,Sin comentarios,Peor de lo que esperaba,Que siga funcionando,7.0
10,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-16T00:00:00.000+02:00,10,9,9,9,Todo,Nada,Mejor de lo que esperaba,,9.333333333333334
8,HISTORIAS Y LEYENDAS DE MADRID,NOVIEMBRE,2023-11-18T00:00:00.000+01:00,8,8,8,8,,Sin comentarios,Como esperaba,,8.0
10,LA HISTORIA IMPRESCINDIBLE DE MADRID,ENERO,2023-01-20T00:00:00.000+01:00,9,9,9,9,Todo,Nada,Como esperaba,Ninguna,9.0
9,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ENERO,2023-01-20T00:00:00.000+01:00,10,10,10,10,Todo,Nads,Como esperaba,Ninguna,10.0
26,TRADICIONES NAVIDEÑAS CON ILSE,DICIEMBRE,2023-12-01T00:00:00.000+01:00,10,10,10,10,Todo,Nada,Como esperaba,,10.0
7,CERVANTES Y LAS LETRAS,Mayo,2023-05-26T00:00:00.000+02:00,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,Poner auriculares,10.0
29,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-15T00:00:00.000+02:00,10,10,10,10,Todo,Sin comentarios,Mejor de lo que esperaba,Que siga haciendo nuevos recorridos,10.0
10,HISTORIAS Y LEYENDAS DE MADRID,Mayo,2023-05-27T00:00:00.000+02:00,10,10,10,10,Todo,Sin comentarios,Mejor de lo que esperaba,,10.0
2,MADRID MONUMENTAL,JUNIO,2023-06-02T00:00:00.000+02:00,10,10,10,10,Todo,Sin comentarios,Como esperaba,,10.0
18,LA LATINA Y EL MUSEO DE LOS ORIGENES,JULIO,2023-07-21T00:00:00.000+02:00,10,10,10,10,Todo,Sin comentarios,Como esperaba,,10.0
9,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-16T00:00:00.000+02:00,10,8,7,7,,Excesivo gente es mejor día dediario,Como esperaba,Realizarlo en diario,8.333333333333334
11,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-11T00:00:00.000+02:00,10,10,10,10,Todo,Sin comentarios,Mejor de lo que esperaba,,10.0
23,LA NUEVA PLAZA DE ESPAÑA,NOVIEMBRE,2023-11-24T00:00:00.000+01:00,9,10,10,10,Todo,Sin comentarios,Como esperaba,Ruta pueblos bonitos de madrid,9.666666666666666
40,MUJERES QUE HAN HECHO HISTORIA EN MADRID,OCTUBRE,2023-10-28T00:00:00.000+02:00,9,8,6,8,Todo,Nada,Como esperaba,Rutas por municipios de Madrid y pueblos pintorescos,7.666666666666667
23,TRADICIONES NAVIDEÑAS CON ILSE,DICIEMBRE,2023-12-01T00:00:00.000+01:00,7,9,6,6,Todo,Sin comentarios,Como esperaba,,7.333333333333333
42,MADRID MONUMENTAL,OCTUBRE,2023-10-29T00:00:00.000+02:00,9,8,9,9,Todo,Nada,Mejor de lo que esperaba,Rutas pueblos bonitos de madrid,8.666666666666666
32,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,10,10,10,10,Todo,Todo muy interesante,Mejor de lo que esperaba,Seguir asi,10.0
8,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD",DICIEMBRE,2023-12-10T00:00:00.000+01:00,10,10,10,10,Todo,Mucha gente,Mejor de lo que esperaba,Siempre se puede mejorar,10.0
13,MADRID HISTÓRICO,FEBRERO,2023-02-18T00:00:00.000+01:00,10,10,10,10,Todo,Sin comentarios,Mejor de lo que esperaba,Visitas en otros dias entre semana,10.0
28,COMPRAS TÍPICAS DE NAVIDAD,DICIEMBRE,2023-12-08T00:00:00.000+01:00,9,9,8,10,,Nada,Como esperaba,Rutas pueblos bonitos,8.666666666666666
30,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-19T00:00:00.000+02:00,7,10,10,10,Todo,El calor que hacía,Como esperaba,,9.0
17,MUJERES QUE HAN HECHO HISTORIA EN MADRID,OCTUBRE,2023-10-13T00:00:00.000+02:00,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,"Empezar a las 12, 30 h.",10.0
7,MADRID EN FEMENINO,AGOSTO,2023-08-05T00:00:00.000+02:00,10,10,10,10,,Todo,Mejor de lo que esperaba,,10.0
7,CERVANTES Y LAS LETRAS,ENERO,2023-01-15T00:00:00.000+01:00,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,,10.0
34,LA HISTORIA IMPRESCINDIBLE DE MADRID,ABRIL,2023-04-30T00:00:00.000+02:00,10,10,10,10,Todo,Nada,Como esperaba,,10.0
22,LA NUEVA PLAZA DE ESPAÑA,AGOSTO,2023-08-12T00:00:00.000+02:00,10,10,10,10,Todo,Nada,Como esperaba,Ninguna,10.0
26,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-18T00:00:00.000+02:00,10,10,10,10,Todo,Nada,Como esperaba,Ninguna,10.0
33,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-25T00:00:00.000+02:00,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,,10.0
